"numero_tombo","especie","autoria","familia","genero","nome_comum","dia_inicio","mes_inicio","ano_inicio","dia_fim","mes_fim","ano_fim","data_registro","coletor","determinador","tipo_de_registro","pais","codigo_pais","estado","municipio","localidade","latitude","longitude","numero_individuos","ambiente"
"MN-0043757","Xanthopsar flavus","(Gmelin, 1788)","Icteridae","Xanthopsar","Veste-amarela","04","08","2018","04","11","2018","04/08/2018","G. Nunes","D. Rocha","Observação em campo","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.65471","-53.8023","3","Campos do Pampa"
"MN-0042917","Caryocar brasiliense","Cambess.","Caryocaraceae","Caryocar","Pequi","14","01","2018","14","03","2018","14/01/2018","R. Cunha","B. Carvalho","Coleta","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.14705","-47.55307","4","Cerrado sentido restrito"
"MN-0043747","Paubrasilia echinata","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","Fabaceae","Paubrasilia","Pau-brasil","26","05","2018","26","05","2018","2018/05/26","P. Santos","M. Andrade","Coleta","Brasil","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.10737","-40.02639","1","Floresta de tabuleiro"
"MN-0043816","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","12","07","2018","12","08","2018","12/07/2018","M. Andrade","B. Carvalho","Espécime preservado","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.44727","-44.63064","1","Floresta Atlântica montana"
"MN-0043183","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","16","01","2018","16","02","2018","16/01/2018","C. Lima","G. Nunes","Observação","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.32784","-46.54722","1","Campo rupestre / rio de planalto"
"MN-0043497","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","13","09","2020","13","11","2020","13/09/2020","C. Lima","G. Nunes","Espécime preservado","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.66933","-54.13755","2","Campos do Pampa"
"MN-0042912","Spinus yarrellii","(Audubon, 1839)","Fringillidae","Spinus","Pintassilgo-do-nordeste","","02","2021","","03","2021","02/2021","M. Andrade","R. Cunha","Observação","Brasil","BR","Ceará","Quixadá","Serra do Estevão","-4.93184","-39.05302","6","Caatinga / serra úmida"
"MN-0043532","Xanthopsar flavus","(Gmelin, 1788)","Icteridae","Xanthopsar","Veste-amarela","18","10","2023","18","10","2023","18/10/2023","A. Maciel","A. Maciel","Observação","Brasil","BR","Rio Grande do Sul","Canguçu","Serra do Sudeste (zona rural)","-31.41136","-52.64958","2","Campos do Pampa"
"MN-0043768","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","10","03","2022","10","03","2022","10/03/2022","M. Andrade","L. Souza","Registro fotográfico","Brasil","BR","Bahia","Boa Nova","Parque Nacional de Boa Nova","-14.37098","-40.17836","1","Mata-de-cipó"
"MN-0043880","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","27","01","2023","27","02","2023","27/01/2023","P. Santos","B. Carvalho","Observação","BRASIL","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.55701","-37.27065","1","Caatinga arbórea"
"MN-0043375","Anodorhynchus hyacinthinus","(Latham, 1790)","Psittacidae","Anodorhynchus","Arara-azul-grande","","12","2016","","02","2017","12/2016","B. Carvalho","R. Cunha","Observação em campo","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.95613","-56.28729","2","Planície de inundação do Pantanal"
"MN-0043145","Leopardus geoffroyi","(d'Orbigny & Gervais, 1844)","Felidae","Leopardus","Gato-do-mato-grande","08","05","2017","08","08","2018","08/05/2017","M. Andrade","A. Maciel","Armadilha fotográfica","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.69393","-54.14668","1","Campos do Pampa"
"MN-0043811","Glaucis dohrnii","(Bourcier & Mulsant, 1852)","Trochilidae","Glaucis","Rabo-branco-de-margarette","17","05","2018","17","06","2018","17/05/2018","M. Andrade","D. Rocha","Observação","Brasil","BR","Bahia","Una","Reserva Biológica de Una","-15.21405","-39.03307","1","Floresta Atlântica"
"MN-0043604","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","12","02","2024","12","04","2024","12/02/2024","T. Almeida","F. Oliveira","Observação","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.5894","-42.28572","5","Floresta Atlântica"
"MN-0043034","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","11","01","2018","11","02","2018","11/01/2018","B. Carvalho","M. Andrade","Registro fotográfico","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.26879","-52.89545","","Cerrado / campo limpo"
"MN-0043050","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","09","01","2017","09","02","2017","09/01/2017","T. Almeida","P. Santos","Registro fotográfico","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.09912","-47.99625","1","Floresta Atlântica"
"MN-0043620","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","17","05","2020","17","05","2020","17/05/2020","F. Oliveira","D. Rocha","Observação","Brasil","BR","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-2.93903","-59.95274","1","Floresta de terra firme"
"MN-0042844","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","28","09","2019","28","09","2019","28/09/2019","L. Souza","F. Oliveira","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.71408","-53.82593","1","Campos do Pampa"
"MN-0042910","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","09","08","2022","09","08","2023","09/08/2022","B. Carvalho","R. Cunha","Observação em campo","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.28778","-46.47919","","Campo rupestre / rio de planalto"
"MN-0042967","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","12","11","2015","12","11","2015","12/11/2015","R. Cunha","T. Almeida","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.10088","-47.99938","3","Floresta Atlântica"
"MN-0043038","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","18","04","2020","18","06","2020","18/04/2020","F. Oliveira","T. Almeida","Material preservado (herbário)","","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.47071","-44.57539","1","Floresta Atlântica montana"
"MN-0043022","Bertholletia excelsa","Bonpl.","Lecythidaceae","Bertholletia","Castanheira-do-pará","12","11","2016","12","02","2017","12/11/2016","B. Carvalho","P. Santos","Material preservado (herbário)","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.60779","-55.94648","3","Floresta amazônica (sul)"
"MN-0043091","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","17","02","2021","17","04","2021","17/02/2021","P. Santos","A. Maciel","Registro fotográfico","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.44797","-44.61259","2","Floresta Atlântica montana"
"MN-0042818","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","26","03","2018","26","03","2018","26/03/2018","L. Souza","R. Cunha","Material preservado (herbário)","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.70251","-51.50204","","Floresta de terra firme"
"","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","12","04","2019","12","06","2019","12/04/2019","J. Pereira","R. Cunha","Espécime preservado","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.02242","-47.99957","3","Floresta Atlântica"
"MN-0043373","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","14","09","2017","14","09","2017","14/09/2017","L. Souza","J. Pereira","Observação em campo","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.2212","-36.42727","3","Brejo de altitude"
"MN-0042820","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","22","07","2024","22","08","2024","22/07/2024","D. Rocha","F. Oliveira","Registro fotográfico","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.58526","-42.24131","2","Floresta Atlântica"
"MN-0043607","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","07","06","2016","07","06","2016","07/06/2016","C. Lima","M. Andrade","Coleta","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.74001","-35.15088","5","Floresta Atlântica"
"MN-0043333","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","12","01","2022","12","01","2022","12/01/2022","F. Oliveira","G. Nunes","Observação em campo","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.50812","-37.26495","2","Caatinga arbórea"
"MN-0043485","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","27","09","2016","27","12","2016","27/09/2016 11:40","T. Almeida","D. Rocha","Registro fotográfico","Brasil","BR","Bahia","Canudos","ARIE Serra Branca","-9.93679","-38.95661","","Caatinga arbórea"
"MN-0043110","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","07","04","2019","07","07","2019","07/04/2019","P. Santos","C. Lima","Registro fotográfico","BRASIL","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.03075","-47.96708","1","Floresta Atlântica"
"MN-0042979","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","10","01","2015","10","02","2015","10/01/2015","L. Souza","B. Carvalho","Espécime preservado","","BR","Bahia","Curaçá","Riacho Melância","-9.15838","-39.90252","1","Caatinga arbustiva"
"MN-0043227","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","14","02","2016","14","05","2016","14/02/2016","M. Andrade","B. Carvalho","Observação em campo","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.67348","-54.13773","6","Campos do Pampa"
"MN-0043635","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","14","08","2015","14","08","2015","14/08/2015","P. Santos","D. Rocha","Coleta","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.21284","-36.4533","1","Brejo de altitude"
"MN-0043346","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","16","04","2020","16","04","2020","16/04/2020","R. Cunha","R. Cunha","Material preservado (herbário)","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.05395","-47.98501","1","Floresta Atlântica"
"MN-0043599","Antilophia galeata","(Lichtenstein, 1823)","Pipridae","Antilophia","Soldadinho","15","05","2020","15","07","2020","15/05/2020","R. Cunha","A. Maciel","Observação","BRASIL","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.12717","-47.50477","2","Cerrado sentido restrito"
"MN-0043601","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","11","09","2024","11","09","2024","11/09/2024","L. Souza","G. Nunes","Coleta","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.23303","-36.39719","3","Brejo de altitude"
"MN-0042847","Prosopis affinis","Spreng.","Fabaceae","Prosopis","Inhanduvá","19","05","2018","19","06","2018","19/05/2018","D. Rocha","D. Rocha","Coleta","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.19528","-57.54952","1","Savana-estépica (Pampa)"
"MN-0043202","Caryocar brasiliense","Cambess.","Caryocaraceae","Caryocar","Pequi","12","06","2024","12","06","2024","12/06/2024","A. Maciel","C. Lima","Coleta","BRASIL","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.24093","-52.9068","1","Cerrado / campo limpo"
"MN-0043224","Crax blumenbachii","Spix, 1825","Cracidae","Crax","Mutum-do-sudeste","06","11","2023","06","11","2023","06/11/2023","B. Carvalho","J. Pereira","Registro fotográfico","BRASIL","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.10953","-40.04198","5","Floresta de tabuleiro"
"MN-0043039","Bertholletia excelsa","Bonpl.","Lecythidaceae","Bertholletia","Castanheira-do-pará","03","06","2019","03","06","2019","03/06/2019","L. Souza","B. Carvalho","Espécime preservado","BRASIL","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.7543","-51.43744","","Floresta de terra firme"
"MN-0043858","Victoria amazonica","(Poepp.) J.C.Sowerby","Nymphaeaceae","Victoria","Vitória-régia","13","01","2018","13","03","2018","13/01/2018","J. Pereira","B. Carvalho","Coleta","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.05553","-64.75576","6","Várzea amazônica"
"MN-0043602","Inia geoffrensis","(Blainville, 1817)","Iniidae","Inia","Boto-cor-de-rosa","09","06","2016","09","09","2016","09/06/2016","C. Lima","D. Rocha","Observação","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.13418","-64.78191","1","Várzea amazônica"
"MN-0043629","Spinus yarrellii","(Audubon, 1839)","Fringillidae","Spinus","Pintassilgo-do-nordeste","03","08","2020","03","10","2020","03/08/2020","J. Pereira","P. Santos","Observação em campo","Brasil","BR","Ceará","Quixadá","Serra do Estevão","-4.98641","-39.02885","3","Caatinga / serra úmida"
"MN-0043181","Crax blumenbachii","Spix, 1825","Cracidae","Crax","Mutum-do-sudeste","","08","2020","","08","2020","08/2020","F. Oliveira","A. Maciel","Observação","","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.16146","-40.0716","4","Floresta de tabuleiro"
"MN-0043382","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","27","06","2020","27","06","2020","27/06/2020","J. Pereira","F. Oliveira","Registro fotográfico","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.55383","-42.24584","4","Floresta Atlântica"
"MN-0042980","Caryocar brasiliense","Cambess.","Caryocaraceae","Caryocar","Pequi","21","04","2023","21","04","2023","21/04/2023","A. Maciel","L. Souza","Espécime preservado","","BR","Distrito Federal","Brasília","Estação Ecológica de Águas Emendadas","-15.50904","-47.60409","","Cerrado / vereda"
"MN-0043510","Mycteria americana","Linnaeus, 1758","Ciconiidae","Mycteria","Cabeça-seca","23","03","2021","23","06","2021","23/03/2021","B. Carvalho","M. Andrade","Observação em campo","BRASIL","BR","Mato Grosso do Sul","Corumbá","Estrada Parque Pantanal","-19.01452","-57.6647","5","Planície de inundação do Pantanal"
"MN-0043033","Leopardus geoffroyi","(d'Orbigny & Gervais, 1844)","Felidae","Leopardus","Gato-do-mato-grande","09","02","2023","09","05","2024","09/02/2023","A. Maciel","T. Almeida","Observação em campo","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.69298","-54.20211","1","Campos do Pampa"
"MN-0042970","Amazona pretrei","(Temminck, 1830)","Psittacidae","Amazona","Papagaio-charão","28","12","2015","28","02","2016","28/12/2015","D. Rocha","P. Santos","Observação em campo","Brasil","BR","Rio Grande do Sul","Carazinho","Floresta Nacional de Carazinho","-28.29843","-52.82593","1","Floresta com Araucária"
"MN-0042938","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","12","07","2019","12","10","2019","12/07/2019","D. Rocha","T. Almeida","Espécime preservado","Brasil","BR","Rio Grande do Sul","Canguçu","Serra do Sudeste (zona rural)","-31.41695","-52.70156","1","Campos do Pampa"
"MN-0043201","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","02","09","2024","02","09","2024","02/09/2024","A. Maciel","L. Souza","Observação em campo","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.52354","-42.29894","1","Floresta Atlântica"
"MN-0043745","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","22","08","2020","22","09","2020","22/08/2020","B. Carvalho","T. Almeida","Coleta","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.64771","-54.12658","2","Campos do Pampa"
"MN-0043231","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","24","02","2017","24","02","2017","24/02/2017","B. Carvalho","J. Pereira","Espécime preservado","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.27079","-52.90241","","Cerrado / campo limpo"
"MN-0043851","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","08","06","2019","08","09","2019","08/06/2019","P. Santos","B. Carvalho","Observação","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.46521","-44.58483","","Floresta Atlântica montana"
"MN-0043169","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","21","12","2024","21","02","2025","21/12/2024","F. Oliveira","C. Lima","Observação","BRASIL","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.24894","-52.92826","1","Cerrado / campo limpo"
"MN-0043760","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","10","04","2016","10","06","2016","10/04/2016","F. Oliveira","A. Maciel","Coleta","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.70913","-35.15102","1","Floresta Atlântica"
"MN-0043264","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","10","03","2017","10","03","2017","10/03/2017","F. Oliveira","R. Cunha","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.07552","-47.97909","2","Floresta Atlântica"
"MN-0043481","Prosopis affinis","Spreng.","Fabaceae","Prosopis","Inhanduvá","08","10","2020","08","12","2020","08/10/2020","J. Pereira","G. Nunes","Coleta","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.17656","-57.57886","1","Savana-estépica (Pampa)"
"MN-0043095","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","16","12","2024","16","12","2024","16/12/2024","J. Pereira","J. Pereira","Registro fotográfico","BRASIL","BR","Bahia","Canudos","ARIE Serra Branca","-9.88023","-38.97356","2","Caatinga arbórea"
